kalmykia	קלמיקיה
zeus	זאוס
printing	דפוס
neptune	נפטון
antonov	אנטונוב
whitman	ויטמן
khashuri	חאשורי
psychology	פסיכולוגיה
september	בספטמבר
edmund	אדמונד
bulldog	בולדוג
lokomotiv	לוקומוטיב
quality	איכות
utrecht	אוטרכט
eucalyptus	אקליפטוס
frances	פרנסס
declaration	הצהרת
marie	מארי
suriname	סורינאם
trinidad	טרינידד
lars	לארס
islands	איי
gate	שער
project	פרויקט
building	בניין
voltage	מתח
cox	קוקס
schmitz	שמיץ
mach	מאך
yar	יאר
borges	בורחס
brennan	ברנן
emilia	אמיליה
partnership	שותפות
abramson	אברמסון
melvin	מלווין
ramadan	רמדאן
leak	דליפה
abramov	אברמוב
scimitar	סימיטר
tunguska	טונגוסקה
bottle	בקבוק
pershing	פרשינג
helmholtz	הלמהולץ
balboa	בלבואה
suvorov	סובורוב
nahariya	נהריה
zurich	ציריך
trauma	טראומה
buckingham	בקינגהאם
iguana	איגואנה
esterházy	אסטרהאזי
katznelson	כצנלסון
huffman	האפמן
kinneret	כנרת
moment	מומנט
kyoto	קיוטו
renault	רנו
stern	שטרן
cambridge	קיימברידג
sarajevo	סראייבו
somme	סום
petrov	פטרוב
redgrave	רדגרייב
bolton	בולטון
hadera	חדרה
caspi	כספי
cretaceous	קרטיקון
globalization	גלובליזציה
yorkshire	יורקשייר
oboe	אבוב
trafalgar	טרפלגר
lublin	לובלין
lamborghini	למבורגיני
transparency	שקיפות
boateng	בואטנג
benin	בנין
bergen	ברגן
amram	עמרם
issachar	יששכר
campo	קמפו
rayman	ריימן
marmara	מרמרה
goa	גואה
cincinnati	סינסינטי
schindler	שינדלר
consciousness	תודעה
nino	נינו
mons	מונס
nantes	נאנט
chomsky	חומסקי
abbas	עבאס
ohrid	אוחריד
sakharov	סחרוב
avogadro	אבוגדרו
trujillo	טרוחיו
oni	אוני
antonius	אנטוניוס
goran	גוראן
edelstein	אדלשטיין
parenting	הורות
fog	ערפל
khimki	חימקי
philidor	פילידור
fatigue	עייפות
capitalism	קפיטליזם
porter	פורטר
spitz	שפיץ
brontë	ברונטה
hindenburg	הינדנבורג
möbius	מביוס
flavius	פלביוס
orna	אורנה
atticus	אטיקוס
boleyn	בוליין
indigo	אינדיגו
lotte	לוטה
midway	מידוויי
minkowski	מינקובסקי
tehran	טהראן
carnot	קרנו
rupert	רופרט
subaru	סובארו
censorship	צנזורה
tayeb	טייב
norbert	נורברט
citizenship	אזרחות
somaliland	סומלילנד
schuster	שוסטר
tyson	טייסון
bir	ביר
mclaren	מקלארן
samir	סמיר
marsala	מרסלה
levin	לוין
sierra	סיירה
orion	אוריון
johann	יוהאן
hawker	הוקר
disneyland	דיסנילנד
device	אמצעי
shane	שיין
mercator	מרקטור
kimhi	קמחי
amadeus	אמדאוס
caro	קארו
ericsson	אריקסון
expression	ביטוי
copper	נחושת
writing	כתיבה
tax	מס
potential	פוטנציאל
variable	משתנה
marathon	מרתון
ulysses	יוליסס
edinburgh	אדינבורו
superman	סופרמן
architecture	אדריכלות
shaw	שו
halberstam	הלברשטאם
chicago	שיקגו
neumann	נוימן
pain	כאב
syllogism	סילוגיזם
scale	סולם
romeo	רומיאו
fever	קדחת
shelf	מדף
kidney	כליה
tracy	טרייסי
macbeth	מקבת
falls	מפלי
sodium	נתרן
codex	קודקס
évora	אבורה
exodus	אקסודוס
rosenberg	רוזנברג
jános	יאנוש
ilan	אילן
norfolk	נורפוק
hirsch	הירש
pedro	פדרו
shark	כריש
aviation	תעופה
lotus	לוטוס
polo	פולו
derby	דרבי
strait	מצר
media	מדיה
colo	קולו
rodriguez	רודריגז
talmon	טלמון
bergius	ברגיוס
mel	מל
kamehameha	קמחאמחה
alicia	אלישה
hogwarts	הוגוורטס
nymphaea	נימפאה
espresso	אספרסו
positivism	פוזיטיביזם
landon	לנדון
curtis	קרטיס
osbourne	אוסבורן
tito	טיטו
orit	אורית
sylvain	סילביין
sima	סימה
relativism	רלטיביזם
wage	שכר
furniture	רהיט
metropolis	מטרופוליס
amnesia	אמנזיה
dachau	דכאו
kinder	קינדר
masala	מסאלה
gaia	גאיה
texture	מרקם
limonium	עדעד
galata	גלאטה
cayenne	קאיין
aikido	אייקידו
ebony	הובנה
greyhound	גרייהאונד
thutmose	תחותמס
magnesium	מגנזיום
lazarov	לזרוב
pasteur	פסטר
grünfeld	גרינפלד
glick	גליק
biotechnology	ביוטכנולוגיה
mazda	מאזדה
molina	מולינה
bison	ביזון
disease	מחלת
seychelles	סיישל
zoom	זום
buchholz	בוכהולץ
mina	מינה
friedländer	פרידלנדר
michaelis	מיכאליס
liberalism	ליברליזם
neutron	נייטרון
kraków	קרקוב
smart	סמארט
mitsubishi	מיצובישי
aluminium	אלומיניום
scaffolding	פיגום
heraldry	הרלדיקה
ronaldsay	רונלדסיי
hepburn	הפבורן
sampson	סמפסון
tanzania	טנזניה
penelope	פנלופה
hirschfeld	הירשפלד
walton	וולטון
minsk	מינסק
pony	פוני
kostić	קוסטיץ
presley	פרסלי
mazar	מזר
sight	כוונת
salo	סאלו
guðjohnsen	גודיונסן
sandoval	סנדובל
comics	קומיקס
albright	אולברייט
boson	בוזון
mannheim	מנהיים
conductivity	מוליכות
skeleton	שלד
oldenburg	אולדנבורג
goldhaber	גולדהבר
rosenfeld	רוזנפלד
telegram	מברק
log	לוג
hollander	הולנדר
tolstoy	טולסטוי
anarcho	אנרכו
achilles	אכילס
suite	סוויטה
madaba	מידבא
seiðr	סאיד
heletz	חלץ
chevrolet	שברולט
uppsala	אופסלה
embolism	תסחיף
inna	אינה
protease	פרוטאז
insulin	אינסולין
erg	ארג
cobbler	קובלר
hitomi	היטומי
doug	דאג
jasmine	יסמין
physicist	פיזיקאי
designer	מעצב
boyar	בויאר
playboy	פלייבוי
liu	ליו
eta	אטא
nebuchadnezzar	נבוכדנצר
omsk	אומסק
reinhard	ריינהרד
poraz	פורז
hampstead	המפסטד
phelps	פלפס
schönfeld	שיינפלד
homeostasis	הומאוסטזה
siding	עקלתון
kipnis	קיפניס
shamil	שאמיל
shlomtzion	שלומציון
aharonov	אהרונוב
verb	פועל
humanism	הומניזם
gong	גונג
haberfeld	הברפלד
elevator	מעלית
yekutiel	יקותיאל
ephedra	שרביטן
metis	מטיס
burmese	בורמזי
adelaide	אדלייד
logarithm	לוגריתם
wax	שעווה
lobster	לובסטר
toulouse	טולוז
spiegel	שפיגל
phosphorylation	זירחון
gymnastics	התעמלות
impressionism	אימפרסיוניזם
halutz	חלוץ
ashkenaz	אשכנז
lydia	לידיה
breathing	נשימה
weinreich	ויינרייך
kishon	קישון
settler	התיישבות
darius	דריווש
sebastiano	סבסטיאנו
collage	קולאז
ohana	אוחנה
dichotomy	דיכוטומיה
otniel	עתניאל
margolin	מרגולין
guernsey	גרנזי
eurotas	אורוטוס
ruhama	רוחמה
abutbul	אבוטבול
modigliani	מודיליאני
graziani	גרציאני
árpád	ארפאד
erratum	אראטה
taweret	תאורת
astrakhan	אסטרחן
limbo	לימבו
guerrero	גררו
bellman	בלמן
fascism	פשיזם
drexler	דרקסלר
quneitra	קוניטרה
lennox	לנוקס
octave	אוקטבה
exposure	חשיפה
wood	ווד
chłopi	איכרים
degania	דגניה
glastonbury	גלסטונבורי
cyclone	ציקלון
bamberger	במברגר
matalon	מטלון
ioan	יואן
isomer	איזומר
tron	טרון
alligator	אליגטור
leshem	לשם
expo	אקספו
fiona	פיונה
delilah	דלילה
blanc	בלאן
marvin	מרווין
doris	דוריס
gadsden	גדסדן
alistair	אליסטר
canzone	קנצונה
charpentier	שרפנטייה
thuringia	תורינגיה
babe	בייב
mcmahon	מקמהון
scattering	פיזור
nussbaum	נוסבאום
crocodile	תנין
arpad	ארפד
tskitishvili	צכיטישווילי
funeral	הלוויה
taboo	טאבו
lindo	לינדו
wiener	וינר
bugatti	בוגאטי
paavo	פאבו
manitoba	מניטובה
persona	פרסונה
bagration	בגרטיון
nunavut	נונאווט
waldorf	ולדורף
martina	מרטינה
bangalore	בנגלור
nimitz	נימיץ
moors	מורים
edri	אדרי
pitești	פיטשט
dayan	דיין
saponaria	בורית
stork	חסידה
materialism	מטריאליזם
greta	גרטה
platt	פלאט
ilana	אילנה
temptation	פיתוי
lenny	לני
blob	בלוב
durham	דרהאם
yardena	ירדנה
paranthropus	פרנתרופוס
disney	דיסני
kristin	קריסטין
activism	אקטיביזם
beirut	ביירות
khabarovsk	חברובסק
timothy	טימותי
calcium	סידן
hussein	חוסיין
technetium	טכנציום
amélie	אמלי
azriel	עזריאל
riklis	ריקליס
yoseftal	יוספטל
hilde	הילדה
kielce	קיילצה
malkin	מלכין
chanel	שאנל
frankenstein	פרנקנשטיין
massimo	מאסימו
ludovisi	לודוויזי
eating	אכילה
vanuatu	ונואטו
franks	פרנקים
barkai	ברקאי
pali	פאלי
eileen	איילין
lambda	למדא
passport	דרכון
funnel	משפך
hawking	הוקינג
beckett	בקט
chef	שף
objective	אובייקטיב
clint	קלינט
option	אופציה
perlmutter	פרלמוטר
poseidon	פוסידון
hank	האנק
mayotte	מיוט
influenza	שפעת
vinegar	חומץ
karelitz	קרליץ
lina	לינה
iceman	אייסמן
byron	ביירון
isomorphism	איזומורפיזם
gonen	גונן
bonnie	בוני
dominus	דומינוס
bop	בופ
lord	לורד
atmosphere	אטמוספירה
tanker	מכלית
didier	דידייה
peso	פסו
horst	הורסט
schrödinger	שרדינגר
ole	אולה
symmetry	סימטריה
allo	אלו
oppenheim	אופנהיים
abramsky	אברמסקי
benayoun	בניון
neckar	נקר
michels	מיכלס
podgorica	פודגוריצה
barcelona	ברצלונה
kathleen	קתלין
armand	ארמנד
bader	בדר
tasmania	טסמניה
revivo	רביבו
danziger	דנציגר
shame	בושה
clementi	קלמנטי
milman	מילמן
rambo	רמבו
brandy	ברנדי
kinematics	קינמטיקה
manga	מאנגה
coriolis	קוריוליס
formalism	פורמליזם
boxing	איגרוף
botswana	בוטסואנה
acharonim	אחרונים
malinovsky	מלינובסקי
divisor	מחלק
taxon	טקסון
engel	אנגל
amarcord	זיכרונות
sven	סוון
nitzan	ניצן
conditioning	התניה
cyperus	גומא
gadot	גדות
dworkin	דבורקין
simca	סימקה
arabic	ערבית
cardoso	קרדוזו
valentino	ולנטינו
lapidot	לפידות
arrest	מעצר
combinatorics	קומבינטוריקה
ivanovo	איבנובו
archaeology	ארכאולוגיה
hilary	הילארי
berliner	ברלינר
crosby	קרוסבי
holstein	הולשטיין
baboon	בבון
soda	סודה
io	איו
communism	קומוניזם
arnuwanda	ארנוואנדש
minnelli	מינלי
blindness	עיוורון
bamberg	במברג
clayton	קלייטון
niven	ניבן
levitzki	לויצקי
text	טקסט
interface	ממשק
alkalai	אלקלעי
pepe	פפה
obama	אובמה
ashur	אשור
barghouti	ברגותי
cambyses	כנבוזי
como	קומו
papaver	פרג
buber	בובר
profession	מקצוע
miliband	מיליבנד
statistical	סטטיסטית
guadalcanal	גוודלקנל
lorenzo	לורנצו
punishment	ענישה
leroy	לירוי
mehola	מחולה
dvir	דביר
vidal	וידאל
guilt	אשמה
bergner	ברגנר
albin	אלבין
keller	קלר
nadal	נדאל
morley	מורלי
pergamon	פרגמון
creativity	יצירתיות
maayan	מעין
wiesel	ויזל
fraud	הונאה
kohlberg	קולברג
pellegrini	פלגריני
period	תקופת
burla	בורלא
wimbledon	וימבלדון
dehydrogenase	דהידרוגנאז
alona	אלונה
principle	עקרון
ken	קן
maya	מאיה
etzion	עציון
nehemiah	נחמיה
eugen	אויגן
parker	פארקר
gonzález	גונסאלס
crisis	משבר
henri	אנרי
ran	רן
socialism	סוציאליזם
nicolae	ניקולאיה
hollywood	הוליווד
nile	הנילוס
burns	ברנס
bangladesh	בנגלדש
malawi	מלאווי
annie	אנני
yevgeny	יבגני
tensor	טנזור
nauru	נאורו
giora	גיורא
brown	בראון
kartli	כארתלי
anastasius	אנסטסיוס
aachen	אאכן
ruth	רות
module	מודול
beta	בטא
records	רקורדס
mount	הר
political	פוליטית
moore	מור
axel	אקסל
queens	קווינס
moomin	המומינים
safety	בטיחות
stevenson	סטיבנסון
may	במאי
rufus	רופוס
electricity	חשמל
hassan	חסן
brothers	האחים
mick	מיק
operator	אופרטור
oregon	אורגון
rifle	רובה
ion	יון
syrup	סירופ
yavne	יבנה
maryland	מרילנד
indiana	אינדיאנה
alfonso	אלפונסו
dresden	דרזדן
panama	פנמה
policy	מדיניות
felix	פליקס
cup	גביע
pennsylvania	פנסילבניה
carlo	קרלו
helmut	הלמוט
arrow	חץ
current	זרם
lagrange	לגראנז
bergman	ברגמן
risk	סיכון
sill	סיל
hermon	חרמון
range	רכס
indonesia	אינדונזיה
water	מים
minor	מינור
sapir	ספיר
coventry	קובנטרי
bleeding	דימום
rodríguez	רודריגס
glazer	גלזר
alonso	אלונסו
donation	תרומת
psychotherapy	פסיכותרפיה
messiah	משיח
dewey	דיואי
utah	יוטה
truth	אמת
epilepsy	אפילפסיה
wolf	וולף
food	מזון
graph	גרף
crown	כתר
dirichlet	דיריכלה
severus	סוורוס
carpet	שטיח
majorca	מיורקה
wise	וייז
nicaragua	ניקרגואה
catalina	קטלינה
erez	ארז
sputnik	ספוטניק
zimbabwe	זימבבואה
kawasaki	קווסאקי
cologne	קלן
tiberias	טבריה
design	עיצוב
insurance	ביטוח
tau	טאו
troubadour	טרובדור
edwin	אדווין
moldova	מולדובה
nathan	נתן
roosevelt	רוזוולט
maria	מריה
eric	אריק
weapon	נשק
nazi	הנאצית
novosibirsk	נובוסיבירסק
carnegie	קרנגי
strategy	אסטרטגיה
oslo	אוסלו
martha	מרתה
anastasia	אנסטסיה
laura	לורה
multiplication	כפל
tango	טנגו
rosie	רוזי
sophie	סופי
ideal	אידאל
delaware	דלאוור
trieste	טריאסטה
pierce	פירס
ottawa	אוטווה
zurab	זוראב
baal	בעל
cable	כבל
tatyana	טטיאנה
vera	ורה
tourism	תיירות
ohad	אוהד
slovenia	סלובניה
arison	אריסון
fukushima	פוקושימה
oryol	אוריול
faraday	פאראדיי
alejandro	אלחנדרו
beatty	ביטי
pattern	תבנית
amery	אמרי
hyde	הייד
lisa	ליסה
convergence	התכנסות
democracy	דמוקרטיה
orlov	אורלוב
